Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
1	1	0	0.025	2.92337525e-08	2.92337525e-08	2.92337525e-08	2.92337525e-08	0	0	0	0	0	0	3
2	2	0	0.05	-3.16956038e-09	1.30320961e-08	-3.16956038e-09	2.92337525e-08	1.62016564e-08	0	0	0	0	0	3
3	2	0	0.075	-3.01131065e-09	7.68429382e-09	-3.16956038e-09	2.92337525e-08	2.15494587e-08	0	0	0	0	0	3
4	2	0	0.1	5.02201866e-09	7.01872503e-09	-3.16956038e-09	2.92337525e-08	2.22150275e-08	0	0	0	0	0	3
5	3	0	0.125	3.85491838e-09	6.3859637e-09	-3.16956038e-09	2.92337525e-08	2.28477888e-08	0	0	0	0	0	3
6	3	0	0.15	2.11150646e-10	5.35682819e-09	-3.16956038e-09	2.92337525e-08	2.38769243e-08	0	0	0	0	0	3
7	3	0	0.175	6.09630326e-10	4.67865707e-09	-3.16956038e-09	2.92337525e-08	2.45550954e-08	0	0	0	0	0	3
8	3	0	0.2	-4.40825909e-11	4.08831461e-09	-3.16956038e-09	2.92337525e-08	2.51454379e-08	0	0	0	0	0	3
9	4	0	0.225	-4.11271759e-10	3.58836057e-09	-3.16956038e-09	2.92337525e-08	2.56453919e-08	0	0	0	0	0	3
10	4	0	0.25	3.2011114e-10	3.26153563e-09	-3.16956038e-09	2.92337525e-08	2.59722169e-08	0	0	0	0	0	3
11	4	0	0.275	1.26876462e-10	2.97656661e-09	-3.16956038e-09	2.92337525e-08	2.62571859e-08	0	0	0	0	0	3
12	5	0	0.3	-4.92782071e-10	2.68745422e-09	-3.16956038e-09	2.92337525e-08	2.65462983e-08	0	0	0	0	0	3
13	5	0	0.325	9.83211326e-10	2.55635861e-09	-3.16956038e-09	2.92337525e-08	2.66773939e-08	0	0	0	0	0	3
14	5	0	0.35	1.72072392e-10	2.38605245e-09	-3.16956038e-09	2.92337525e-08	2.68477e-08	0	0	0	0	0	3
15	5	0	0.375	3.33850538e-10	2.24923899e-09	-3.16956038e-09	2.92337525e-08	2.69845135e-08	0	0	0	0	0	3
16	6	0	0.4	3.14311404e-10	2.12830602e-09	-3.16956038e-09	2.92337525e-08	2.71054465e-08	0	0	0	0	0	3
17	6	0	0.425	9.83226439e-10	2.0609484e-09	-3.16956038e-09	2.92337525e-08	2.71728041e-08	0	0	0	0	0	3
18	6	0	0.45	6.15918824e-10	1.98066898e-09	-3.16956038e-09	2.92337525e-08	2.72530835e-08	0	0	0	0	0	3
19	6	0	0.475	5.33568669e-10	1.9045058e-09	-3.16956038e-09	2.92337525e-08	2.73292467e-08	0	0	0	0	0	3
20	7	0	0.5	8.83359588e-10	1.85344849e-09	-3.16956038e-09	2.92337525e-08	2.7380304e-08	0	0	0	0	0	3
21	7	0	0.525	5.16046685e-10	4.17563201e-10	-3.16956038e-09	5.02201866e-09	8.19157904e-09	0	0	0	0	0	3
22	7	0	0.55	-4.69521164e-10	5.52565162e-10	-3.01131065e-09	5.02201866e-09	7.26673062e-09	0	0	0	0	0	3
23	7	0	0.575	8.40433508e-10	7.4515237e-10	-4.92782071e-10	5.02201866e-09	5.51480073e-09	0	0	0	0	0	3
24	7	0	0.6	7.51538436e-10	5.31628359e-10	-4.92782071e-10	3.85491838e-09	4.34770045e-09	0	0	0	0	0	3
25	8	0	0.625	5.76602537e-10	3.67712567e-10	-4.92782071e-10	9.83226439e-10	1.47600851e-09	0	0	0	0	0	3
26	8	0	0.65	3.27110882e-09	5.20710476e-10	-4.92782071e-10	3.27110882e-09	3.76389089e-09	0	0	0	0	0	3
27	8	0	0.675	2.0789997e-09	5.94178944e-10	-4.92782071e-10	3.27110882e-09	3.72060204e-09	0	0	0	0	0	3
28	9	0	0.7	8.693812e-10	6.39852134e-10	-4.92782071e-10	3.27110882e-09	3.220648e-09	0	0	0	0	0	3
29	9	0	0.725	1.06316462e-09	7.13573953e-10	-4.92782071e-10	3.27110882e-09	2.89382306e-09	0	0	0	0	0	3
30	9	0	0.75	9.79493106e-10	7.46543051e-10	-4.92782071e-10	3.27110882e-09	2.60885404e-09	0	0	0	0	0	3
31	9	0	0.775	1.20115278e-09	8.00256867e-10	-4.92782071e-10	3.27110882e-09	2.31974165e-09	0	0	0	0	0	3
32	9	0	0.8	3.6291676e-10	8.43041809e-10	-4.69521164e-10	3.27110882e-09	2.18864605e-09	0	0	0	0	0	3
33	10	0	0.825	4.48242284e-10	8.16293357e-10	-4.69521164e-10	3.27110882e-09	2.01833989e-09	0	0	0	0	0	3
34	10	0	0.85	2.81105008e-10	8.21744987e-10	-4.69521164e-10	3.27110882e-09	1.88152643e-09	0	0	0	0	0	3
35	10	0	0.875	4.68442765e-10	8.28474599e-10	-4.69521164e-10	3.27110882e-09	1.76059345e-09	0	0	0	0	0	3
36	11	0	0.9	1.91118407e-10	8.22314949e-10	-4.69521164e-10	3.27110882e-09	1.69323583e-09	0	0	0	0	0	3
37	11	0	0.925	4.00185212e-10	7.93162888e-10	-4.69521164e-10	3.27110882e-09	1.61295641e-09	0	0	0	0	0	3
38	11	0	0.95	9.27014431e-10	8.08717668e-10	-4.69521164e-10	3.27110882e-09	1.53679324e-09	0	0	0	0	0	3
39	11	0	0.975	4.37319702e-10	8.0390522e-10	-4.69521164e-10	3.27110882e-09	1.48573592e-09	0	0	0	0	0	3
40	11	0	1	2.85349599e-10	7.7400472e-10	-4.69521164e-10	3.27110882e-09	4.75329242e-10	0.00378882682	0	0	0	0	3
41	12	0	1.025	6.38950886e-10	7.8014993e-10	-4.69521164e-10	3.27110882e-09	4.75329242e-10	0.00378882682	0	0	0	0	3
42	12	0	1.05	7.13722353e-10	8.39312106e-10	1.91118407e-10	3.27110882e-09	4.75329242e-10	0.00378882682	0	0	0	0	3
43	12	0	1.075	2.21974377e-10	8.0838915e-10	1.91118407e-10	3.27110882e-09	4.75329242e-10	0.00378882682	0	0	0	0	3
44	12	0	1.1	4.62488569e-10	7.91917693e-10	1.91118407e-10	3.27110882e-09	4.75329242e-10	0.00378882682	0	0	0	0	3
45	13	0	1.125	6.06092448e-10	7.84991694e-10	1.91118407e-10	3.27110882e-09	4.75329242e-10	0.00378882682	0	0	0	0	3
46	13	0	1.15	6.98940344e-10	7.90817304e-10	1.91118407e-10	3.27110882e-09	3.22331333e-10	0.00378882682	0	0	0	0	3
47	13	0	1.175	6.65787781e-11	6.38220635e-10	6.65787781e-11	2.0789997e-09	2.48862864e-10	0.00378882682	0	0	0	0	3
48	13	0	1.2	5.7873232e-10	5.66779331e-10	6.65787781e-11	1.20115278e-09	2.76262478e-10	0.00378882682	0	0	0	0	3
49	13	0	1.225	7.14596209e-10	5.59408617e-10	6.65787781e-11	1.20115278e-09	2.83633192e-10	0.00378882682	0	0	0	0	3
50	14	0	1.25	6.72289066e-10	5.40795496e-10	6.65787781e-11	1.20115278e-09	3.02246313e-10	0.00378882682	0	0	0	0	3
51	14	0	1.275	8.08043473e-10	5.32631227e-10	6.65787781e-11	1.20115278e-09	3.10410581e-10	0.00378882682	0	0	0	0	3
52	14	0	1.3	7.96259205e-10	5.13350581e-10	6.65787781e-11	9.27014431e-10	3.29691228e-10	0.00378882682	0	0	0	0	3
53	14	0	1.325	6.99744187e-10	5.29389982e-10	6.65787781e-11	9.27014431e-10	3.25961525e-10	0.00378882682	0	0	0	0	3
54	14	0	1.35	1.03623758e-09	5.57389758e-10	6.65787781e-11	1.03623758e-09	3.25961525e-10	0.00378882682	0	0	0	0	3
55	14	0	1.375	1.31255015e-10	5.50254044e-10	6.65787781e-11	1.03623758e-09	3.25961525e-10	0.00378882682	0	0	0	0	3
56	14	0	1.4	5.44954631e-10	5.53897466e-10	6.65787781e-11	1.03623758e-09	3.25961525e-10	0.00378882682	0	0	0	0	3
57	15	0	1.425	6.3944327e-10	5.75246269e-10	6.65787781e-11	1.03623758e-09	3.25961525e-10	0.00378882682	0	0	0	0	3
58	15	0	1.45	4.30010951e-10	5.76666542e-10	6.65787781e-11	1.03623758e-09	3.25961525e-10	0.00378882682	0	0	0	0	3
59	15	0	1.475	1.01674465e-09	5.8093941e-10	6.65787781e-11	1.03623758e-09	3.25961525e-10	0.00378882682	0	0	0	0	3
60	15	0	1.5	1.18105686e-09	6.16355465e-10	6.65787781e-11	1.18105686e-09	3.25961525e-10	0.00378882682	0	0	0	0	3
61	15	0	1.525	5.60482335e-10	6.29457024e-10	6.65787781e-11	1.18105686e-09	3.25961525e-10	0.00378882682	0	0	0	0	3
62	16	0	1.55	3.74067979e-10	6.16843552e-10	6.65787781e-11	1.18105686e-09	3.25961525e-10	0.00378882682	0	0	0	0	3
63	16	0	1.575	9.08597733e-10	6.26123332e-10	6.65787781e-11	1.18105686e-09	2.95038569e-10	0.00378882682	0	0	0	0	3
64	16	0	1.6	5.28104554e-10	6.4070096e-10	6.65787781e-11	1.18105686e-09	2.78567112e-10	0.00378882682	0	0	0	0	3
65	16	0	1.625	5.09708297e-10	6.42949518e-10	6.65787781e-11	1.18105686e-09	2.77466723e-10	0.00378882682	0	0	0	0	3
66	16	0	1.65	1.32292088e-10	6.20387596e-10	6.65787781e-11	1.18105686e-09	2.77466723e-10	0.00378882682	0	0	0	0	3
67	16	0	1.675	1.00939215e-09	6.35171016e-10	6.65787781e-11	1.18105686e-09	1.29598937e-10	0.00378882682	0	0	0	0	3
68	16	0	1.7	3.79753903e-10	6.50084117e-10	1.31255015e-10	1.18105686e-09	1.36733536e-10	0.00378882682	0	0	0	0	3
69	17	0	1.725	4.63391361e-10	6.4459169e-10	1.31255015e-10	1.18105686e-09	1.36733536e-10	0.00378882682	0	0	0	0	3
70	17	0	1.75	4.44973552e-10	6.31752516e-10	1.31255015e-10	1.18105686e-09	1.36733536e-10	0.00378882682	0	0	0	0	3
71	17	0	1.775	5.03116986e-10	6.23696703e-10	1.31255015e-10	1.18105686e-09	1.36733536e-10	0.00378882682	0	0	0	0	3
72	17	0	1.8	6.05115021e-10	6.14033443e-10	1.31255015e-10	1.18105686e-09	1.36733536e-10	0.00378882682	0	0	0	0	3
